,review,predicted,label
20492,"youre,going,spoof,james,bond,brilliant,idea,find,leading,man,resembles,sean,connery,leonard,rossiter,step,forward,jean,dujardin,captures,perfectly,connery,sneer,masquerades,smile,plus,selfdelusion,rossiter,thinking,suave,dujardin,plays,like,clouseau,hold,karate,plot,looking,man,schtook,disappeared,mysteriously,includes,improbabilities,nazi,cell,concealed,inside,pyramid,jarring,note,leading,lady,berenice,bejo,sensuality,suet,pudding,eclipsed,aure,atika,good,viewing,thats",neg,pos
20494,"pretty,amusing,spoof,great,attention,detail,look,s,spy,films,way,action,staged,fight,sequence,hotel,room,hoot,casting,perfect,peter,lorre,lookalike,added,mix,villains,big,plus,jean,dujardin,hot,scene,tied,shirt,highlight,plus,eyebrows,deserve,sort,recognition,great,job,funny,aside,people,theater,kept,gasping,plot,twist,watching,real,spy,thrillerbr,movie,started,trailer,smart,screened,preview,movie,look,embarrassingly,bad,lame,attempts,incorporate,jokes,gags,tv,series,looks,like,bomb,contrast,comparatively,sublime,jokes,gags,oss,course,oss,share,misfires,overall,tone,oss,insult,audiences,intelligence,material,didnt,feel,dumbed,distinct,impression,understood,language,caught,jokes,particular,pistol,gag,mishandled,interpretation,subtitles",neg,pos
20495,"fans,pink,panther,naked,gun,smart,certainly,enjoy,farce,won,csar,nominated,morebr,jean,dujardin,agent,oss,man,wouldnt,know,clue,hit,upside,head,reflection,colonialist,attitude,indicative,westbr,russian,spies,nazis,muslim,radicals,stupid,larmina,brnice,bejo,princess,aure,atika,things,interestingbr,oss,s,uncanny,ability,pick,languages,play,musical,instruments,time,picks,sing,like,native,impressive,bonds,tricks,stupid",neg,pos
20500,"loved,film,recommend,like,good,spy,spoof,thought,johnny,english,embarrassment,film,je,based,old,french,films,series,bond,relatedbr,production,brilliant,youll,believe,film,shot,s,pastel,kind,colouring,films,days,jean,dujardin,plays,right,dumbness,naivety,ham,fisted,pantomime,silliness,like,rowan,atkinson,dont,like,film,want,berenice,bejo,ooh,la,la,hotness",neg,pos
20508,"saw,movie,actually,pretty,good,trailersd,left,impression,dujardin,onemanshowturnedfilm,la,brice,de,nice,expensive,stupid,french,comedy,surprisingly,secret,agent,oss,stupid,sort,knows,ive,found,james,bond,stupid,acted,like,smart,arse,dialogue,witty,lot,tongueincheek,humour,expect,british,french,movie,women,music,beautiful,refreshing,trip,past,bad,guys,exnazis,soviet,brutes,cars,shiny,france,colonies",neg,pos
20522,"chance,russianhow,gems,masterpieceshidden,treasures,war,movies,like,dawns,quiet,proverka,na,dorogah,right,watch,american,war,movies,international,productions,allies,germansetc,worse,watch,italian,war,movies,west,shallow,contrived,ridiculous,comparison,russian,movies,sooooo,stunned,quality,aforementioned,russian,war,movies,find,words,praise,shattering,superiority,anglosaxon,war,movies",neg,pos
20551,"didnt,like,way,director,constantly,switching,past,gullivers,travels,present,gulliver,insane,asylum,best,way,film,story,took,getting,danson,outstanding,title,character,edward,fox,makes,wonderful,villain,worst,mary,steenburgen,gullivers,wife,hollywood,gorgeous,film,look,downright,dowdy,reason,ill,understand,directors,woman,ugly,adds,story,plus,want,strangle,damn,stupid,believing,lies,bad,guy,bates,keeps,telling,son,bastard,good,rate,b",neg,pos
20552,"swifts,socialism,pacifism,come,odds,remake,know,hyphen,fact,meets,warlike,miniatures,socialist,giants,headintheclouds,literally,philosophers,pacifist,horses,rule,yahoos,nearly,neanderthal,humanoids,yahoo,came,meet,dastardly,dr,bates,devoted,mary,gulliver,sweet,devoted,son,thomas,cast,truly,horrific,th,century,lunatic,asylum,suspension,disbelief,comes,easily,yearold,girls,enjoyed,husband,sorry,length,imdb,requires,lines",neg,pos
20555,"went,movie,liked,kevin,costner,felt,ashton,great,job,butterfly,effect,unfortunately,actors,wereare,capable,good,great,acting,moments,missing,scenes,believable,didnt,story,line,supportbr,movie,claims,influence,hurricane,katrina,aftermath,little,effect,moviebr,overall,liked,fact,movie,brought,forward,goes,saving,lives,water,perspectivebr,special,effects,pretty,good,little,intimidating,sure,ill,deep,sea,fishing,againbr,expected,little,emotion,film,presentedbr,definitely,movie,couldve,seen,dvd",neg,pos
20572,"think,good,thing,ive,rosalind,russell,fan,original,favorite,rr,movie,love,bette,thrilled,hear,making,thisbr,rest,production,think,slightly,original,movie,favorite,minor,characters,original,mazeppa,scratchy,fingernailsontheblackboard,voice,belting,hey,takes,lot,talent,strippah,missed,glad,producers,guts,carbon,copybr,liked,fact,large,portions,movie,filmed,looking,stage,gives,feeling,theatre,moviesbr,think,thing,liked,production,slightly,repetition,song,let,entertain,completely,annoying,th,time,hear",neg,pos
20582,"movie,love,canadian,movies,hire,actress,like,rose,dont,understandshe,completly,useless,movie,thats,allthe,rest,cast,goodgood,little,thriller,worki,surprise,plot,time,usedbut,unknown,actors,jergenim,big,fan,liked,movieif,got,chance",neg,pos
20583,"plot,starts,interesting,end,die,short,time,turning,thrillermystery,aspect,story,slaughterbr,true,highlights,adam,beach,jrgen,prochnow,excellent,selves,nice,try,inappropriate,good,ending",neg,pos
20584,"came,stop,day,video,store,selling,decided,try,bought,pretty,good,enjoyed,story,people,caught,cabin,raging,blizzard,police,officer,nancyhis,ex,girlfriend,brothers,got,jail,older,man,lover,black,man,couple,owns,cabins,retarted,son,speaks,suddenly,found,murdered,bag,cash,found,suspect,stop,pretty,good,thriller",neg,pos
20585,"fortunate,stop,live,moving,pictures,film,festival,dont,know,moving,pictures,film,festival,tour,canadian,film,canada,told,movie,started,world,premiere,verge,getting,american,distribution,deal,added,excitementbr,im,big,horror,movie,fan,yes,love,scream,trilogy,found,rose,mcgowan,little,indians,type,movie,knew,treat,rose,mcgowan,biggest,actoractress,entire,festivalbr,best,way,describe,giving,away,plot,like,scream,certainly,worth,seeing,set,middle,snowstorm,filmed,vancouver,bc,canada,mountaintop,motel,adds,suspense,rose,mcgowan,puts,great,performance,thegirlnextdoor,rest,cast,happens,end,thing,ill,youll,guess,endingbr,sadly,probably,wont,mainstream,north,american,theatres,decent,money,maker,rose,mcgowan,chance,recommend,worse,comes,worst,theres,videobr,gave",neg,pos
20586,"tell,truth,reason,wanted,movie,rose,mcgowan,think,definitely,worked,outpretty,actually,film,good,parts,movie,goodbr,film,great,action,mystery,pretty,hard,figure,rose,mcgowan,oscarworthy,acting,end,film,dont,want,away,adam,beach,jurgen,prochnow,great,movie,starsbr,like,mysteries,action,movies,like,rosei,totally,think,like,movie",neg,pos
20587,"movie,little,slow,beginning,minutes,kicks,cant,turn,adam,beach,rose,mcgowan,play,best,parts,great,acting,job,able,guess,killer,gave,movie,parts,adam,beach,needs,speak,little,hear,hes,sayingbr",neg,pos
20589,"makes,low,budget,production,favorite,movies,kidding,watching,times,tired,tender,melancholia,thing,similarity,classics,like,niagara,thinking,long,time,figured,guess,hero,people,try,good,gave,trying,good,hopeless,cases,carry,spunk,human,inside,story,catastrophic,night,motel,end,world,way,catastrophe,end,chain,coincidences,way,night,reveals,logical,consequents,peoples,lives,certain,constellation,cut,rest,world,dostoevsky,tale",neg,pos
20591,"self,confessed,slasher,addict,means,rare,chance,review,bigger,budgeted,movies,creditable,casts,aside,james,mangolds,successful,box,office,draw,identity,big,entries,scream,trilogy,wes,cravens,hollywood,map,thats,mark,malones,stop,mystery,thriller,blatant,slasher,overtones,instantly,intrigued,decent,lineup,including,adam,beach,jurgen,prochnow,intriguing,soundtrack,finds,space,lynn,andersons,rose,garden,admit,initial,signs,positive,claustrophobic,feature,best,knowledge,snowbound,slashers,course,consider,demon,possessed,fit,category,slice,dice,ice,bonedry,satans,blade,came,lisa,loring,cheesefeast,blizzard,blood,enjoyable,shredder,followed,fourteen,years,laterbr,extreme,blizzard,state,trooper,jason,adam,beach,battles,snow,reach,remote,lodge,colorado,mountains,task,inform,guests,road,closed,stay,night,path,cleared,hazardous,conditions,news,doesnt,suspicious,bunch,includes,troublemaking,brothers,callum,keith,rennie,peter,flemming,truck,driver,doesnt,want,hang,william,s,taylor,randy,couple,lovers,winston,rekert,amy,adamson,jasons,exgirlfriend,nancy,rose,mcgowan,motel,owners,jurgen,prochnow,p,lynn,johnson,arent,overjoyed,news,offer,rooms,stranded,guests,attempt,calm,tense,situation,things,turn,worse,jason,finds,mutilated,body,bag,stolen,cash,lying,snow,cafe,like,chapter,agatha,christie,mystery,lodgers,begin,dieing,hands,masked,assailant,intent,reclaim,money,dodgy,characters,choose,way,leaving,crime,scene,jason,attempt,stop,maniac,kills,good,mystery,needs,handful,shady,suspects,credible,motive,remote,location,escape,smart,protagonist,help,unravel,clues,fortunately,stop,provides,essential,ingredients,thriller,equal,moments,brilliance,downright,stupidity,film,kicks,superbly,dubious,personalities,clash,claustrophobic,environment,manages,tension,running,high,runtime,malone,keeps,interest,levels,raised,character,unveils,reasons,attract,suspicion,fair,essential,twist,isnt,youll,guess,easily,fact,found,watching,movie,pick,hints,missed,time,unfortunately,maniac,revealed,psycho,wisecracks,like,comic,book,bad,guy,stop,forfeits,huge,credibility,thankfully,lost,unexpected,brilliantly,orchestrated,plot,twist,salvages,films,finalebr,similarities,drawn,excellent,identity,plots,interchangeable,james,mangolds,effort,better,mainly,star,billing,john,cusack,everreliable,ray,liotta,said,adam,beach,good,job,lead,jurgen,prochnow,amy,adamson,brilliant,callum,keith,rennie,add,credible,support,rose,mcgowan,acts,conceitedly,role,probably,day,day,reality,winston,rekert,started,fantastically,going,completely,overboard,films,climax,youre,diehard,slasher,fan,thats,watching,bloody,killings,youre,going,disappointed,balaclavawearing,psychopath,pops,rest,murders,committed,offscreen,said,earlier,malones,directorial,talent,means,suspense,far,boil,forgive,flaws,positives,triumphbr,stop,worth,look,slasher,addicts,movie,fans,alike,yes,handful,negatives,overall,solid,example,emerging,hollywood,talents,liked,identity,certainly,try",neg,pos
20602,"havent,seen,fine,movie,years,im,entering,comment,anywaybr,jack,webbs,movie,doubt,intended,purely,entertainment,showing,marine,basic,training,parris,island,realistic,terms,tough,characterbuilding,exercise,said,military,afraid,movie,discourage,recruitments,work,way,movie,showed,entering,marines,greater,challenge,young,people,realized,guess,offered,kingsized,challenge,exactly,guys,wanted,personally,knew,lots,guys,joined,marines,shortly,seeing,di,lines,recruitment,centers,suddenly,long,marines,recruits,handlebr,goes,america,youth,seeking,best,slackers,bornlosers,limp,dont,films,inspire,patriotism,devotion,duty,kind,positive,values,et,cetera,films,inspire,airheaded,airheads,beer,drinkers,guzzle,beer,negative,values,exhibit,airhead,teen,travesty,beer,guzzling,epic,superbad,time,great,films,list,values,whatcha,mean,values",neg,pos
20606,"hey,army,sgt,im,sorry,dude,sgt,army,army,national,guard,qualified,comment,marine,movie,marine,wear,uniform,doesnt,mean,relate,marine,simply,best,hardest,training,yes,big,heads,hey,best,like,strut,stuff,iraq,invasion,fallujah,fought,soldiers,qualified,marine,corps,hate,starts,branch,better,right,qualified,judge,marine,movie,oh,yeahwe,drill,instructorsnot,drill,sgts,thats,biggest,clue,idea,talking,yeah,curse,recruits,anymore,tell,cussing,going,better,marine,hitting,marine,better,marine,yes,kinder,boot,camp,went,dealing,different,times,people,training,people,smarter,generations,recruits,want,smarter,recruits,meaner,signs,marine,place,dedication,best,country,offer,dont,reinforce,bootcamp,marines,come,bootcamp,wanting,killers,dont,need,teach,demoralizing,swearing,beating,feeland,yes,qualified,battlefield,numerous,times,trained,marines,recruits,eventually,ended,battlefield,know,got,tshirt,sgt,armyget,clue",neg,pos
20611,"semper,fi,saw,di,twoandahalf,years,later,joined,corpsbr,web,company,got,right,boot,like,fact,exactly,like,boot,camp,shown,metal,jacket,yes,black,recruit,training,platoon,called,snowball,called,stick,skinny,rail,recruit,nickname,vile,stuck,service,corps,getting,smacked,knocked,ass,screwedup,sop,drop,got,hohum,turned,intodrop,twohundredbr,dis,bunch,sadistic,bastards,controlled,sadism,primary,purpose,keeping,stupid,mofos,alive,hit,combat,years,experience,ingrained,sadism,di,said,purpose,geared,missionbr,bad,di,gets,grunts,killed,good,di,seemingly,worlds,biggest,asshole,keeps,em,alive,cant,kill,enemy,youre,deadbr,case,didnt,know,marine,corps,primary,mission,kill,enemy,pfdbr,pure,bravo,sierrabr,mstgysgt,wht,usmc,ret",neg,pos
20619,"di,outta,stars,wow,certainly,expect,enjoying,movie,heard,saw,sitting,discount,video,bin,day,figured,jack,webb,playing,army,drill,instructor,good,chuckle,figured,drama,pale,comparison,recent,movie,dis,portrayed,metal,jacket,officer,gentleman,boy,wrong,probably,best,work,webb,far,away,better,onenote,dragnet,performances,delivery,tough,guy,dialogue,brilliant,patented,deadpan,monotone,know,guy,means,word,story,little,hokey,compared,grittier,military,movies,followed,found,movie,fascinating,compelling,completely,unnecessarily,musical,interlude,army,nightclub,hooked,know,copy,terrific,ray,coniff,song,ifn,dont,somebody,webb,plays,toughest,dang,drill,instructor,hes,pressure,kick,deadbeat,private,owen,golly,sees,man,buried,sissyboy,hes,gonna,drag,kicking,screaming,great,stuff",neg,pos
20661,"funniest,danish,movies,ulrich,thomsen,thomas,bo,larsen,hilarious,drive,sweden,dont,know,ulrich,thomsen,manage,play,insane,sane,way,dont,understand,danish,referring,pastry,dont,waste,time,dont,think,work,subtitles",neg,pos
20665,"look,geishas,way,past,prime,look,pasts,fondness,bemoan,present,kin,played,floating,weeds,haruko,sugimura,sworn,men,good,living,moneylender,block,owes,nobu,tamae,wish,land,husbands,foolish,believe,children,son,daughter,married,tamae,irked,prettier,daughter,bitterly,tries,convince,marry,man,nobus,concerns,son,legitimate,nature,understandably,selfserving,son,leaves,shell,bit,film,kins,clients,come,looking,man,obsessed,tried,commit,double,suicide,handsomest,clients,unfortunately,comes,money,love,way,ive,described,film,makes,sound,unrelentingly,depressing,sad,fatally,bittersweet,unfortunately,marginally,liked,late,chrysanthemums,story,better,look,slow,dull,actually,nodded,twice,film,wasnt,tired,started,kind,film,appreciate,like,reminds,reaction,couple,ozus,famous,films",neg,pos
20667,"spoiler,alert,worked,extra,lifetime,tv,movie,filmed,seattle,interesting,production,movie,usually,process,writing,parts,case,making,editing,cuts,major,changes,final,partsbr,husband,worked,extras,movie,recall,discussing,set,determined,little,girl,dies,end,frankly,thought,margaret,colins,character,got,adequate,punishment,crime,hit,run,lying,police,covering,etc,imagine,ending,change,ended,killing,hit,run,victim,instead,ending,coming,coma,okay,think,aboutbr,way,play,police,detective,split,second,husband,plays,detective,weve,counted,times,margaret,colin,great,work,earth,lisa,vidal,lifetime,regular,aloofbr,overall,movie,turned,like,poster,commented,real,tearjerker,makes,great,saturday,afternoon,cable,flick",neg,pos
20671,"main,point,movie,imo,fact,joannas,life,series,facades,movie,opens,secretly,dying,gray,roots,hiding,kit,tissue,box,strange,hiding,husband,hide,mundane,things,loved,bet,hiding,bigger,things,involved,lifebr,joanna,accidentally,hits,cory,leaves,scene,police,time,returns,police,ambulance,people,community,remarking,kind,person,hits,child,leaves,wellrespected,community,makes,decision,quiet,realized,difficult,facadesbr,great,moviei,seen,times",neg,pos
20674,"boasting,title,sickest,film,pink,flamingos,undisputed,classic,sure,camerawork,shaky,offcenter,story,muddled,slowpaced,single,character,movie,repugnant,despicable,pink,flamingos,certain,playful,charm,brilliant,satiric,wit,movie,matchbr,film,offensive,reading,descriptions,goes,movie,worse,actually,seeing,john,waters,succeed,making,rape,murder,sadism,cannibalism,coprophagia,form,human,debauchery,known,man,absolutely,hilarious,movie,seen,believed",neg,pos
20678,"watching,desperate,living,hooked,john,waters,films,heard,pink,flamingos,watch,boy,worth,believe,hear,trash,packed,filthy,actually,main,plot,film,contains,following,incest,cannibalism,rape,chicken,shaggingnudity,like,seen,beware,babys,birthday,party,entertainerspoo,eatingarson,trailer,trash,perversion,transexuality,egg,fettish,cross,dressing,picture,definite,beware,birthday,party,entertainer,divine,wondering,park",neg,pos
20679,"pink,flamingos,revolutionary,time,today,hard,watch,didnt,enjoy,film,hilarious,repulsive,jonh,waters,pushes,envelope,far,story,concerns,babs,johnson,devine,shes,filthiest,women,alive,lives,trailer,son,crackers,daughter,cotton,mention,overweight,edie,whos,obsessed,eggs,sleeps,crib,theres,connie,raymond,marble,filthy,perverts,jealous,babs,long,outdo,filthiest,person,alive,means,having,janitor,impregnate,kidnapped,women,selling,babies,lesbian,couples,flashing,people,public,sending,babs,turd,mail,babs,fights,prove,shes,deranged,person,alive,includes,incest,murder,eating,dog,crap,sick,sexual,acts,film,thats,fun,family,depending,live,watch,pink,flamingos,dont,forget,barf,bag,perverse,weird,sex,bodily,functions,sweet,movie",neg,pos
20680,"introduced,john,waters,films,seeing,female,trouble,ifc,disgusted,sick,reason,enjoyed,picked,pink,flamingos,dvd,john,waters,boxed,set,movie,babs,johnson,filthiest,person,alive,lives,trailer,maryland,obese,egg,obsessed,motherand,deranged,son,crackers,movie,sick,sights,sex,chickens,dragqueens,people,eating,feces,torture,sorts,random,humiliation,film,soundtrack,s,rock,roll,artists,problem,parts,film,drag,little,boring,found,female,trouble,little,fun,rated,nc,explicit,sex,violence,disturbing,images,enjoy",neg,pos
20682,"safely,im,human,wong,didnt,throw,laughed,laughed,movie,puke,wrong,movie,incredible,bought,days,ago,watched,times,animal,cruelty,gets,heart,long,guilty,movie,shocking,disgusting,vulgar,acting,horrific,want,movie,diehard,cult,film,maniac,pink,flamingos,awesome,makes,rocky,horror,said,look,like,teletubbies",neg,pos
20686,"loved,thing,wonderful,thing,pink,flamingos,strives,desperately,horrible,taste,gained,cult,following,world,wide,says,lot,people,doesnt,pink,flamingos,succeeds,waters,film,wanted,film,need,disgusting,succeed,watch,film,things,disgusting,ultimately,brilliant,freely,displayed,honest,piece,personal,creative,expression,cares,succeed,artist,film,media,watch,film",neg,pos
20691,"pink,flamingos,lived,reputation,shocking,disgusting,repulsive,trashy,film,expecting,contains,kitchen,sink,treated,hours,nastiness,lets,rape,sex,sex,chickens,transsexuals,castration,murder,cannibalism,horrid,display,singing,ones,anus,strange,couple,begin,competition,trailer,trash,family,trying,steal,title,filthiest,people,alive,divine,fat,guy,drag,unbelievably,vile,human,actually,painful,watch,trust,film,quickly,forgotten,especially,end,scene,divine,eats,dog,crap,sidewalk,thought,john,waters,overrated,like,film,experience,chance",neg,pos
20693,"know,saying,curiosity,killed,cat,heard,film,magazine,named,shocking,movies,time,movies,die,sister,saw,film,festival,love,s,vh,movie,named,grossest,movie,time,viewing,film,night,live,title,god,movie,weird,thought,sickest,movies,tv,shows,ive,seen,things,guess,feel,like,shockbr,babs,johnson,aka,divine,named,filthiest,person,alive,jealous,couple,named,marbles,competing,title,want,divine,named,filthiest,couple,alive,kidnapping,women,raping,impregnating,selling,babies,lesbian,couples,like,divine,family,dont,know,title,having,sex,chickens,butt,lip,syncing,eating,dog,feces,stuffing,meat,skirts,incest,gets,grosser,grosserbr,pink,flamingos,horribly,acted,horribly,plain,horrible,reason,rating,im,going,fact,rate,film,rate,figure,heck,grossness,film,got,john,waters,credit,heck,think,movie,years,later,cast,crew,worked,film,guys,plain,nastybr",neg,pos
20696,"strange,disturbing,intriguing,film,dont,think,needed,human,butt,doubt,ill,want,said,amused,like,divines,jayne,mansfields,classic,walk,girl,cant,help,putting,slabs,meat,legs,grocery,store,gritty,feel,like,russ,meyer,film,generally,poor,acting,notable,exception,divine",neg,pos
20697,"rating,course,applies,youre,willing,completely,utterly,grossed,know,john,waters,pink,flamingos,directorial,debut,portrays,families,locked,combat,filthiest,person,alive,divine,famously,end,pretty,answers,question,aside,movie,basically,excuse,shock,people,usually,imagine,better,strong,stomach,watch,movie,lines,mindblowingbr,avoid,movie,like,ebola,virus",neg,pos
20698,"like,listened,radio,reports,attack,pearl,harbor,seen,pink,flamingos,tell,exactly,saw,itand,thirty,years,later,movie,unspeakably,vile,obnoxious,repulsive,hilariously,funny,films,celluloid,guaranteed,test,strongest,stomachs,toughest,funny,bonesbr,filmed,closetozero,budget,shakiest,cinematography,pink,flamingos,tells,story,families,compete,tabloid,title,filthiest,people,alive,filthy,plenty,film,includes,sex,chickens,describe,remarkable,display,rectal,control,heaping,helping,doggie,doo,guarantee,wont,want,eat,egg,weeks,seeing,itbr,cast,wonderful,atrocious,atrociously,wonderful,depending,look,star,course,divine,describe,divine,biggest,drag,queen,planet,understatement,year,mammoth,creature,given,big,eye,makeup,big,orange,hair,big,expressionsshe,charleton,heston,drag,running,jogger,pausing,use,bathroom,ones,lawn,startling,reallife,shoppers,taking,stroll,baltimore,sidewalk,unspeakable,unspeakably,funny,cast,include,mary,vivian,pearce,danny,mills,everappalling,edith,massey,members,divines,family,mink,stole,david,lochary,whiteslaving,babyselling,couple,challenge,divines,statusbr,pretty,obvious,pink,flamingos,exactly,movie,appeal,viewers,know,director,john,waters,later,films,hairspray,crybaby,major,jolt,want,completely,different,monty,python,couldnt,imagine,movie,sure,eat,probably,wont,want,eat,afterwardand,want,barf,bag,handy,casebr,gary,f,taylor,aka,gft,amazon,reviewer",neg,pos
20703,"stumbled,movie,chance,traveling,years,movie,channel,cable,hotel,late,night,figured,watch,minutes,decided,bed,needless,stayed,watched,complete,movie,plot,interesting,wonder,ss,thought,looking,movie,sent,email,production,company,werent,sure,dvd,said,hope,finds,movie,drop,note,found,id,sure,like,copy,day",neg,pos
20704,"yeah,watched,mini,series,mom,dad,kid,mini,series,year,old,mind,actually,follow,recall,didnt,necessarily,feel,typical,crap,mini,series,original,concept,grabbed,attention,recommend,miniseries,fan,history,plot,twists,twists,movie,spelled,predictable,worth,time,havent,checked,netflix,imagine,play,history,channel",neg,pos
20711,"hadnt,planned,seeing,movie,wasnt,disappointed,friend,dragged,real,surprises,guys,reasonably,obviously,modest,budgetbr,youve,seen,trailer,probably,know,expect,type,movie,theres,pretty,constant,stream,jokes,couple,classic,moments,highpoint,probably,excellent,flashback,guys,like,s,ive,read,ending,disappointment,found,refreshingly,different,expected,genrebr,overall,movie,wont,change,life,got,laughs,entertained",neg,pos
20720,"disagree,imdbcom,synopsis,bisexual,guy,preparing,married,crap,selfinduced,parents,grow,like,linda,mccarriston,poem,says,childhood,barrel,throw,falls,movie,like,narrative,poem,life,mistakes,hurt,inflict,experience,years,end,love,im,trying,hypersensitive,schmoopy,finding,special,person",neg,pos
20725,"squadron,leader,normally,guy,trained,equipped,navigation,squadron,hard,replace,risk,expensive,plane,pick,crashed,fellow,pilot,matter,close,friend,face,oncoming,enemy,troops,hard,believe,especially,share,cramped,spitfire,cockpit,skyraider,ok,spit,come,film,biggles,adventure,fitting,film,supposed,seriously,said,tord,s,eriksson,gothenburg,sweden,rubbish,biggles,true,story,war,comes,mind,grounded,spit,pilots,planned,flew,illegally,strafing,mission,france,crash,land,friend,landed,spit,fire,german,infantry,moving,flew,spit,severely,injured,fights,artificial,leg,knee,sound,like,bigles,happened,ill,sources,needed",neg,pos
20748,"missed,cinema,rented,dvd,chance,recommend,better,nearly,ive,seen,cinema,dvd,year,isnt,best,films,ive,seen,lot,rubbish,cant,add,whats,said",neg,pos
20754,"movies,start,watching,open,mind,knows,going,mute,look,forward,afraid,lot,sentimentbr,forget,movie,starts,little,black,humour,gets,started,takes,frightening,ride,dark,centers,moscow,right,said,unexpected,twists,expected,mute,mainly,plot,tool,fear,builder,movie,doesnt,let,gobr,like,old,gangster,movies,glamour,russia,thats,important,aspects,movie,situated,russia,great,impact,movie,according,makes,better,simple,basic,life,nonsense,great,potential,movies,future,gangster,movies,russian,mafiabr,beautifull,terrifying,movie,horror,cant,feel,sympathy,little,mute,advice,dont,look,late,evening,want,sleep",neg,pos
20765,"half,movie,scared,hell,normally,im,easy,scare,second,half,thriller,didnt,work,scary,good,thriller,use,simple,ways,good,horror,lowbudget,set,russia,unknown,cast,europe,great,fun,yes,laughs,throw,good,matters",neg,pos
20767,"nice,description,situation,explains,different,kinds,islam,terrorist,extremist,islam,thing,killing,people,terrorist,muslim,extremist,great,series,muslims,nomuslims,hope,series,films,change,idea,muslims,terrorist,americans,want,destroy,islam,gave,interest,discover,islam,exactly,european,government,help,cohabitation,people,different,religion",neg,pos
20769,"scarily,real,drama,isnt,drama,scared,crap,like,characters,typical,islamic,terrorist,blonde,haired,blue,eyed,guy,dumb,looks,converted,muslim,respected,business,man,pretends,jewish,frenchman,converted,islam,clearly,taken,word,koran,new,level,hero,plot,darwyn,undercover,fbi,agent,infiltrated,terrorist,cell,sorts,god,awful,things,prevent,detected,episode,small,taste,whats,follow,islamic,terrorists,drama,unique,way,pointing,muslims,extremists,comforting,concerned,racism,considering,half,terrorist,cell,islam,converts,makes,think,maybe,ones,afraid,chilling,drama,ive,seen,reason,chilling,cause,know,friends,husband,neighbours,terrorists,anytime",neg,pos
20774,"im,sure,better,gave,acting,excellent,main,woman,hot,chap,played,darwyn,smouldering,pensive,character,showed,inner,turmoil,suffering,truck,drivers,death,exampleexcellently,storyline,believable,series,length,right,ie,love,lost,end,brit,tend,think,yanks,gung,ho,lapd,ill,advised,attempts,arrest,agencies,portrayed,positively,main,thought,programmes,like,excellent,happen,happen,happening,possibly,probablybr,hope,series,reading,previous,comments,appear,notbr,summarise,havent,seen,sure",neg,pos
20775,"warned,possible,spoilersbr,friend,told,check,series,im,glad,took,words,itbr,read,synopsis,dvd,cover,immediately,intrigued,main,protagonist,muslim,way,fbi,agent,deep,cover,penetrate,possible,sleeper,cell,la,practicing,muslim,little,skeptical,halfexpecting,hero,antagonist,spout,maybe,silly,gratuitous,mindless,holierthanthou,fanatic,drivels,lets,face,lot,shows,guilty,thisbr,watched,episodes,thought,okay,good,wasnt,episode,scholar,truly,impressed,like,commend,great,writing,superb,performances,actors,love,complex,characters,theyre,straight,twodimensional,cardboard,cutout,good,guysbad,guys,michael,ealy,gives,wonderful,believable,performance,muslim,fbi,agent,darwyn,alsayeed,treading,fine,line,good,muslim,man,flaws,oded,fehr,gives,character,farik,interesting,depth,farik,typical,oily,middle,eastern,stereotype,simply,truly,believes,cause,doesnt,fanatic,man,willing,extreme,measures,justify,beliefs,hes,charismatic,authoritative,alex,nesics,performance,clearly,left,impression,scholar,portrayal,characters,emotional,struggle,amazing,torn,softly,spoken,words,muslim,scholar,encouraging,return,nonaggressive,way,acceptable,way,gods,eye,fariks,persuasion,believe,otherwisebr,im,looking,forward,watch,shows,like,ridiculously,highoctane,man,series,clever,openminded",neg,pos
20778,"sleeper,cell,cartoon,watch,feel,cheated,stupid,episode,seasons,far,track,jack,gets,trouble,jack,gets,trouble,immediately,gets,trouble,sleeper,cell,far,superior,unfortunately,blew,ending,season,think,half,dozen,better,endings,head,worked,better,writers,obvious,goals,contrived,shame,writers,wrecking,ending,good,series",neg,pos
20779,"dont,understand,didnt,couldve,ways,continue,line,darwin,farik,season,obviously,darwin,couldnt,uc,agent,infiltrating,cells,sabotageing,inside,shouldve,given,seasonbr,casted,believable,views,islamic,religion,normal,extremist,point,view,touches,controversial,subjects,detail,dramatic,meaning,said,shows,nowdays,im,actually,sad,didnt,know,late",neg,pos
20780,"enjoyed,series,felt,thing,let,sound,recordingmixingbr,reason,theyve,employ,awful,lot,whats,called,adr,actors,replace,original,location,sound,rerecording,sound,boothbr,reasons,usually,problems,location,somebody,screwed,sound,production,chainbr,wouldnt,bad,adr,times,plain,distracting,adr,thats,problem,sound,mix,doesnt,match,quality,performances,picturesbr,id,curious,know,went,wrong",neg,pos
20781,"drama,suspense,character,developments,enjoy,like,drama,engages,entertains,educatesbr,writers,know,material,shows,direction,engaging,blase,acting,terrific,didnt,win,awards,tells,powers,hollyweird,dont,know,drama,matter,plot,twist,episode,end,complete,surprise,played,im,glad,wasnt,shock,scene,climatic,end,series,typical,dull,rent,series,lets,hope,brought,celluloid,extinction",neg,pos
